mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type,advice_exists,advice_subtype
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,81,client,0:09:46,"I don't know, you tell me.",2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,82,therapist,0:09:48,How about then your-your kind of hunch about that?,2,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,83,client,0:09:55,"Uh, I suppose I didn't expect the-the money would've added up to what it did, so I guess, at the time, I- [sighs] I wasn't thinking of the reality of it, you know, building up, so-",2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,84,therapist,0:10:14,Mm.,2,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,85,client,0:10:14,"-you know, it did, so I'm here-",2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,86,therapist,0:10:17,Yeah-,2,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,87,client,0:10:17,"-so, I suppose—",2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,88,therapist,0:10:18,"-so, what did it add up to, at the end of the day? What are we talking here?",2,FALSE,,FALSE,,TRUE,closed,question,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,89,client,0:10:22,It's a couple of grand or something.,2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,90,therapist,0:10:24,"Yeah, yeah. It's a little bit here, a little bit there, so it then adds up, yeah? Yeah.",2,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,91,client,0:10:29,"Well, that a little bit here, a little bit there is nothing I didn't work for. [chuckles] I worked [unintelligible 00:10:35] and I was getting paid $18 an hour-",2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,92,therapist,0:10:37,Mm.,2,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,93,client,0:10:39,"-$25, you do the math. [chuckles] And that's gonna support me?",2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,94,therapist,0:10:43,"Yeah. Okay. So-so, there's some-some questions you've got around some-some ways you, kind of, explained them. And then, as we work together, you know, we-- there might be some other ways we look at it and see it too, you know, that-that's part of working together. So, I'm wondering, how open are you to, you know, seeing this situation from lots of different angles?",2,TRUE,information,TRUE,simple,TRUE,closed,therapist_input,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,95,client,0:11:02,I don't know. I'm usually an open person. [chuckles],2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,96,therapist,0:11:04,Yeah? Yeah.,2,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,97,client,0:11:05,Just provided it will help me deal with it.,2,,,,,,,,change,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,98,therapist,0:11:07,"Yeah, yeah.",2,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,99,client,0:11:07,Yeah.,2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,100,therapist,0:11:08,"Okay. So, what other things have you've been open to at other times in your life when you've been open to-to new ideas and being able to talk about stuff, that may be tough to talk about?",2,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,101,client,0:11:26,I don't know. I am just usually pretty open with people. It's a bit different here tonight and-,2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,102,therapist,0:11:36,Yeah.,2,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,103,client,0:11:36,-just not knowing what to expect then—,2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,104,therapist,0:11:38,"Yeah, and-and, coming in, talking to a stranger, you know, and someone who can be honest to what you did, talking to a stranger, coming in this time, what do you sense about how you're doing so far?",2,FALSE,,TRUE,complex,TRUE,open,reflection,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,105,client,0:11:50,"I don't know. I suppose I'm saying that the money did add up, and that was enough for me to end up here, so-",2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,106,therapist,0:12:01,Mm.,2,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,107,client,0:12:03,-I suppose I'm here for a reason. [chuckles],2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,108,therapist,0:12:05,"Yeah. You know, like-- I-- And, some people wouldn't even, sort of, get in the door or wouldn't be as open as you've been today, okay, to an extent, so, you know, like I said, good on you, yeah. You know, being able to-- It's hard to come to a place like this and start to really open up, so, you know, you've just shown that you can do that. Yeah.",2,FALSE,,TRUE,complex,FALSE,,reflection,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,109,client,0:12:23,I didn't have a choice. [chuckles],2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,110,therapist,0:12:25,"Well, you have a choice about what you open up to me about. Absolutely, you have a choice about that, yeah. That coming, being on sentence, no, you don't have a choice about that, um, well, you have a choice, 'cause, I mean, you can choose not to come, and you'll be breached and get to head back to court.",2,TRUE,information,FALSE,,FALSE,,therapist_input,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,111,client,0:12:39,Mm.,2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,112,therapist,0:12:39,"Um, but you do have a choice about how you are here when we meet, and what-what we talk about here. So, um, you know, so you do have lots of choices within that. And, my sense is you're, sort of, you know, a young woman who will make some good choices about that 'cause you're not a bad person, and you know that.",2,FALSE,,TRUE,complex,FALSE,,reflection,,FALSE,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,113,client,0:12:56,Mm.,2,,,,,,,,neutral,,
high,18,Motivational Techniques - Ken interviews Catherine - 1,https://www.youtube.com/watch?v=PM1q6uB0ysQ,reducing gambling,114,therapist,0:12:56,Yeah.,2,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,0,therapist,0:05:03,So you're sick of this?,1,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,1,client,0:05:05,"Yeah. I-I just-- I can't shoplift anymore. You know, I got- I got caught again. And uh, you know, I-I got suspended, I got back to school, so I'm-I'm uh-- I'm gonna mess up my whole life here, unless I can stop this.",1,,,,,,,,change,,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,2,therapist,0:05:18,Mm-hmm.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,3,client,0:05:19,"Yeah, it's bad. My friends and I, we just-- I mean, it's fun and uh-- so I don't know what to do, but I- but I gotta change.",1,,,,,,,,change,,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,4,therapist,0:05:27,Okay.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,5,client,0:05:27,I want it.,1,,,,,,,,change,,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,6,therapist,0:05:30,"So, it sounds like you're ready. You're ready to give this up.",1,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,7,client,0:05:33,Yeah.,1,,,,,,,,change,,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,8,therapist,0:05:33,"But, maybe the path to doing that isn't so clear.",1,FALSE,,TRUE,complex,FALSE,,reflection,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,9,client,0:05:36,"Right. I don't know what I'm gonna do, I got some friends. These guys are-- they're bad news, but they're my friends.",1,,,,,,,,sustain,,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,10,therapist,0:05:42,Mm-hmm.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,11,client,0:05:43,"And, uh, and it's fun.",1,,,,,,,,sustain,,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,12,therapist,0:05:45,And it's fun.,1,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,13,client,0:05:45,You know?,1,,,,,,,,neutral,,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,14,therapist,0:05:46,Mm-hmm.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,15,client,0:05:46,"Nothing-nothing much else going on that's as fun as this. We go in, we steal these CDs. It was working out fine, but—",1,,,,,,,,sustain,,
high,19,How to Do Motivational Interviewing (MI) Role Play - 3,https://www.youtube.com/watch?v=wcu8oqHIsbc,reducing recidivism,16,therapist,0:05:53,Uh-huh.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,0,therapist,0:00:14,"Hey, can I help you?",9,FALSE,,FALSE,,TRUE,closed,question,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,1,client,0:00:15,"Yeah, I hope so. Um, my workplace has just gone smoke-free. I-I'm not-not very happy about it. I'm gonna keep smoking, but I was wondering if there's anything that-that can help me like get through the day. It's like, you know, go get my beer and smoke cigarettes after work.",9,,,,,,,,sustain,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,2,therapist,0:00:33,"So your workplaces went smoke-free and you're not too pleased, huh?",9,FALSE,,TRUE,simple,TRUE,closed,reflection,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,3,client,0:00:36,"No. I'm not gonna quit smoking. I mean, I like it. It helps me relax. So, I mean, I don't see what the big deal is.",9,,,,,,,,sustain,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,4,therapist,0:00:44,Okay. Tell me a little bit about how smoking fits in your day. It'll help with the—,9,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,5,client,0:00:49,"I mean, I smoke a little less than a pack a day. It's not too bad. Um, I've probably smoked for the last five years, but I-I-I mean, could quit if I wanted to, but I don't really want to right now.",9,,,,,,,,sustain,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,6,therapist,0:01:01,"Okay. So you feel like, right now, smoking's a pretty important part of your life. It's not something you're ready to change, but if the time came when you did decide to quit, you feel pretty confident that you could go ahead and do that.",9,FALSE,,TRUE,complex,FALSE,,reflection,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,7,client,0:01:13,Sure. I can quit.,9,,,,,,,,change,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,8,therapist,0:01:14,Okay. What makes you so confident?,9,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,9,client,0:01:16,"Well, I mean, I don't see why I couldn't, I-- although I have not ever tried to quit, it's just something that I do for fun, you know, on breaks at work, in the morning, and after work.",9,,,,,,,,sustain,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,10,therapist,0:01:30,"Mm-hmm. And so in terms of, uh, uh, readiness to actually go ahead and make a quit attempt, where do you think you fall on the scale of 1 to 10, where one is, I'm not considering it at all, and 10 is, I'm definitely ready, I wanna quit.",9,FALSE,,FALSE,,TRUE,closed,question,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,11,client,0:01:42,"I am probably a two. I-I haven't even thought about quitting and until this great announcement at work today, I- I'm totally not gonna quit smoking.",9,,,,,,,,sustain,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,12,therapist,0:01:49,Okay. What made you say two instead of one?,9,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,13,client,0:01:53,"Well, I mean, anything's possible. I mean, I-I guess I could maybe be convinced. Yeah. Is there some-- I mean, are there things I can try that would make me like want to quit smoking?",9,,,,,,,,change,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,14,therapist,0:02:04,"Well, there are a lot of products available now that can actually help you curb that urge to smoke. We have products that can help to replace nicotine, which can help to decrease withdrawal symptoms that you might experience when quitting or cutting down and also some medications that your doctor could prescribe for you that might take away even some of the desire to smoke.",9,TRUE,options,FALSE,,FALSE,,therapist_input,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,15,client,0:02:24,"Okay. Well, that’s good information. I mean, I'm not gonna do anything today. I just need to know my options, but that's encouraging. If I decided to quit smoking, I-I do have at least tools to help me.",9,,,,,,,,sustain,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,16,therapist,0:02:36,"Sure. And back to that scale, you mentioned, you said you were a two. What do you think it would take to move you up to a four or five?",9,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,17,client,0:02:43,"I don't know. I guess if my friends, like if one of my friends decided to like quit with me, that would probably help too, but I-- all my friends love to smoke, so I don't see that happening in the near future.",9,,,,,,,,sustain,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,18,therapist,0:02:54,"Sure. I wonder if now that your workplace is going smoke-free, if there will be some people at work who planning to quit.",9,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,19,client,0:02:59,That's a good point. I hadn't really thought about that. That-that's a good idea. Yeah.,9,,,,,,,,change,,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,20,therapist,0:03:04,"Okay. Well, it sounds like you're really here just for information today. I'm happy to help you pick out some of these products if and when you decide that the time is right for you.",9,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,FALSE,
high,24,The Effective Pharmacist: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=5UU63mfNnD4,smoking cessation,21,client,0:03:13,"Okay. Well, thanks a lot.",9,,,,,,,,neutral,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,0,therapist,0:00:01,"So, Liz, what's something that you'd like to change or maybe that you're feeling two ways about right now?",1,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,1,client,0:00:06,"Um, I really want to start working out again. Definitely wanna get back in it, have a routine, and just be healthy.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,2,therapist,0:00:13,"Okay, and-and why would you want to make this change?",1,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,3,client,0:00:17,"Um, I'm sick of feeling the way I do. I feel kinda sluggish. Especially with the winter coming, I think I want to have more energy.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,4,therapist,0:00:27,Mm-hmm.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,5,client,0:00:28,"Um, I don't like the way my clothes fit or don't fit me.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,6,therapist,0:00:31,Mm-hmm.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,7,client,0:00:32,"Just, I don't feel comfortable.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,8,therapist,0:00:33,"Yeah. So, you're not feeling comfortable with the way that, you said, your clothes fit.",1,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,9,client,0:00:38,Mm-hmm.,1,,,,,,,,neutral,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,10,therapist,0:00:38,"What are some of the reasons why, um, it would be good for you to kinda make this change?",1,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,11,client,0:00:43,"Um, I know exercise is-- in the past, has always made me feel good. I felt good about myself, and just in general, exercise, I know, makes me feel good. I want to be a good example for my kids. I want them to feel like that's a part of life-",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,12,therapist,0:00:57,Mm-hmm.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,13,client,0:00:57,"-exercising. So, I want-- I really just want to go get back in a routine.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,14,therapist,0:01:01,"So, to heal-- feel healthy for yourself as well be a good role model for your kids?",1,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,15,client,0:01:06,Yeah.,1,,,,,,,,neutral,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,16,therapist,0:01:07,"So, if you did decide to get exercising more into your daily routine, how would you go about doing it?",1,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,17,client,0:01:14,"Um, I don't know. I'd probably have to sit down maybe with my husband and try to figure out a good time for me to be able to do that, where he'd be home with the kids and I'd be going to do that, whether it's morning-time, evening, maybe the weekends.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,18,therapist,0:01:28,Mm-hmm.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,19,client,0:01:29,"Just to find the time to be able to do it, or what works in our schedule.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,20,therapist,0:01:33,"So, it's that balance of doing something for yourself, but it sounds like you don't want that schedule to affect too much into your family routine.",1,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,21,client,0:01:40,"Right, yeah.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,22,therapist,0:01:42,"So, on a scale from 1 to 10, 1 being not important and 10 being very important, where would you rate yourself on how important it is to start exercising more?",1,FALSE,,FALSE,,TRUE,closed,question,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,23,client,0:01:52,"Mm, I would like to say a seven or an eight, that that's how important it is to me.",1,,,,,,,,neutral,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,24,therapist,0:02:01,"Okay, and how come not at like a five or a six?",1,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,25,client,0:02:05,Because I'm really sick of being overweight.,1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,26,therapist,0:02:10,Mm-hmm.,1,FALSE,,FALSE,,FALSE,,other,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,27,client,0:02:11,"Not ha-- I just don't like being unhealthy. It doesn't make me feel good, so I'm motivated to change, it's just getting there.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,28,therapist,0:02:20,"So, to summarize, it's important for you to do this. You're starting to feel sluggish, you're not feeling healthy, and you know that you've got other people in your family watching you, and you want to be a good role model for them to know that this is gonna be just a part of your life, is your exercise. Yet for you, you're struggling just a little with the logistics of when to schedule time for you so it doesn't interfere too much with your family.",1,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,29,client,0:02:43,"Exactly, yeah.",1,,,,,,,,neutral,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,30,therapist,0:02:44,"So, knowing this, what do you think you'll do next?",1,TRUE,negotiation,FALSE,,TRUE,open,question,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,31,client,0:02:50,"Mm, I'll probably, I don't know, find-- Now, while it's still somewhat okay outside, maybe pick days I'm gonna go for walks or runs, um, maybe look for a gym close to the house so that I know I can go there quickly or maybe that has daycare, um, yeah, maybe I'll just start to look for that, and find ways I can do it first.",1,,,,,,,,change,,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,32,therapist,0:03:16,That's great. It sounds like you've got some options and leads on how- on how to get that done.,1,FALSE,,TRUE,simple,FALSE,,reflection,,FALSE,
high,25,MI-Good Example,https://www.youtube.com/watch?v=SbuuFaH4FuE,weight loss,33,client,0:03:20,Yeah.,1,,,,,,,,neutral,,
high,45,MI role play,https://www.youtube.com/watch?v=mxyhAK5ae0o,compliance with rules,0,therapist,0:00:01,"Hi, Mary, how was your day?",8,FALSE,,FALSE,,TRUE,open,question,,FALSE,
high,45,MI role play,https://www.youtube.com/watch?v=mxyhAK5ae0o,compliance with rules,1,client,0:00:03,Fine. Where do you want me to sign?,8,,,,,,,,neutral,,
high,45,MI role play,https://www.youtube.com/watch?v=mxyhAK5ae0o,compliance with rules,2,therapist,0:00:05,"Well, you can sign right there. Seems like you're not in the mood to talk today.",8,FALSE,,TRUE,complex,FALSE,,reflection,,FALSE,
high,45,MI role play,https://www.youtube.com/watch?v=mxyhAK5ae0o,compliance with rules,3,client,0:00:10,Not really.,8,,,,,,,,neutral,,
high,45,MI role play,https://www.youtube.com/watch?v=mxyhAK5ae0o,compliance with rules,4,therapist,0:00:11,"Okay. You know it seems like you had uh, a day at school. I noticed that uh, you missed your first hour of class today as well.",8,TRUE,information,FALSE,,FALSE,,therapist_input,,FALSE,
